EmpID,Work_Date,Clock_Time,Attendance_Event,Exception_Type
2104,2025-02-07,08:24,Clock In,No Exception
2104,2025-02-07,18:09,Clock Out,No Exception
2104,2025-02-09,09:15,Clock In,No Exception
2104,2025-02-09,17:44,Clock Out,No Exception
2104,2025-02-10,06:47,Clock In,No Exception
2104,2025-02-10,14:33,Clock Out,No Exception
2104,2025-02-11,07:47,Clock In,No Exception
2104,2025-02-11,15:57,Clock Out,No Exception
2104,2025-02-12,06:34,Clock In,No Exception
2104,2025-02-12,14:33,Clock Out,No Exception
2104,2025-02-13,08:41,Clock In,No Exception
2104,2025-02-13,16:43,Clock Out,No Exception
2104,2025-02-14,08:11,Clock In,No Exception
2104,2025-02-14,15:52,Clock Out,No Exception
2104,2025-02-17,08:03,Clock In,No Exception
2104,2025-02-17,15:40,Clock Out,No Exception
2104,2025-02-18,07:30,Clock In,No Exception
2104,2025-02-18,15:29,Clock Out,No Exception
2104,2025-02-19,09:06,Clock In,No Exception
2104,2025-02-19,16:37,Clock Out,No Exception
2104,2025-02-20,06:17,Clock In,No Exception
2104,2025-02-20,15:15,Clock Out,No Exception
2104,2025-02-21,09:54,Clock In,No Exception
2104,2025-02-21,17:43,Clock Out,No Exception
2104,2025-02-23,08:27,Clock In,No Exception
2104,2025-02-23,18:20,Clock Out,No Exception
2104,2025-02-24,08:04,Clock In,No Exception
2104,2025-02-24,17:14,Clock Out,No Exception
2104,2025-02-25,06:32,Clock In,No Exception
2104,2025-02-25,15:21,Clock Out,No Exception
2104,2025-02-26,08:17,Clock In,No Exception
2104,2025-02-26,17:11,Clock Out,No Exception
2104,2025-02-27,07:32,Clock In,No Exception
2104,2025-02-27,17:03,Clock Out,No Exception
2104,2025-02-28,06:55,Clock In,No Exception
2104,2025-02-28,14:38,Clock Out,No Exception
2492,2025-01-01,09:23,Clock In,No Exception
2492,2025-01-01,19:10,Clock Out,No Exception
2492,2025-01-02,08:30,Clock In,No Exception
2492,2025-01-02,16:00,Clock Out,No Exception
2492,2025-01-03,09:58,Clock In,No Exception
2492,2025-01-03,18:13,Clock Out,No Exception
2492,2025-01-04,09:11,Clock In,No Exception
2492,2025-01-04,17:45,Clock Out,No Exception
2492,2025-01-06,06:40,Clock In,No Exception
2492,2025-01-06,14:46,Clock Out,No Exception
2492,2025-01-07,08:34,Clock In,No Exception
2492,2025-01-07,17:43,Clock Out,No Exception
2492,2025-01-08,09:42,Clock In,No Exception
2492,2025-01-08,17:15,Clock Out,No Exception
2492,2025-01-09,07:36,Clock In,No Exception
2492,2025-01-09,15:49,Clock Out,No Exception
2492,2025-01-10,08:03,Clock In,No Exception
2492,2025-01-10,16:05,Clock Out,No Exception
2492,2025-01-13,08:38,Clock In,No Exception
2492,2025-01-13,17:16,Clock Out,No Exception
2492,2025-01-14,07:24,Clock In,No Exception
2492,2025-01-14,15:53,Clock Out,No Exception
2492,2025-01-15,09:35,Clock In,No Exception
2492,2025-01-15,19:00,Clock Out,No Exception
2492,2025-01-16,09:27,Clock In,No Exception
2492,2025-01-16,18:14,Clock Out,No Exception
2492,2025-01-17,08:12,Clock In,No Exception
2492,2025-01-17,16:24,Clock Out,No Exception
2492,2025-01-19,08:07,Clock In,No Exception
2492,2025-01-19,17:32,Clock Out,No Exception
2492,2025-01-20,08:57,Clock In,No Exception
2492,2025-01-20,17:58,Clock Out,No Exception
2492,2025-01-21,06:48,Clock In,No Exception
2492,2025-01-21,16:27,Clock Out,No Exception
2492,2025-01-22,08:48,Clock In,No Exception
2492,2025-01-22,16:55,Clock Out,No Exception
2492,2025-01-23,07:07,Clock In,No Exception
2492,2025-01-23,16:06,Clock Out,No Exception
2492,2025-01-24,06:39,Clock In,No Exception
2492,2025-01-24,15:15,Clock Out,No Exception
2492,2025-01-27,06:43,Clock In,No Exception
2492,2025-01-27,15:20,Clock Out,No Exception
2492,2025-01-28,08:38,Clock In,No Exception
2492,2025-01-28,17:51,Clock Out,No Exception
2492,2025-01-29,07:27,Clock In,No Exception
2492,2025-01-29,15:22,Clock Out,No Exception
2492,2025-01-30,09:38,Clock In,No Exception
2492,2025-01-30,19:17,Clock Out,No Exception
2492,2025-01-31,09:05,Clock In,No Exception
2492,2025-01-31,17:02,Clock Out,No Exception
2492,2025-02-03,08:33,Clock In,No Exception
2492,2025-02-03,17:10,Clock Out,No Exception
2492,2025-02-04,07:37,Clock In,No Exception
2492,2025-02-04,17:23,Clock Out,No Exception
2492,2025-02-05,09:05,Clock In,No Exception
2492,2025-02-05,17:22,Clock Out,No Exception
2492,2025-02-06,08:00,Clock In,No Exception
2492,2025-02-06,17:53,Clock Out,No Exception
2492,2025-02-07,08:17,Clock In,No Exception
2492,2025-02-07,18:16,Clock Out,No Exception
2492,2025-02-08,06:36,Clock In,No Exception
2492,2025-02-08,15:13,Clock Out,No Exception
2492,2025-02-10,06:15,Clock In,No Exception
2492,2025-02-10,14:35,Clock Out,No Exception
2492,2025-02-11,06:52,Clock In,No Exception
2492,2025-02-11,14:52,Clock Out,No Exception
2492,2025-02-12,09:13,Clock In,No Exception
2492,2025-02-12,18:39,Clock Out,No Exception
2492,2025-02-13,08:11,Clock In,No Exception
2492,2025-02-13,16:24,Clock Out,No Exception
2492,2025-02-14,08:50,Clock In,No Exception
2492,2025-02-14,17:26,Clock Out,No Exception
2492,2025-02-17,08:54,Clock In,No Exception
2492,2025-02-17,18:12,Clock Out,No Exception
2492,2025-02-18,09:19,Clock In,No Exception
2492,2025-02-18,19:01,Clock Out,No Exception
2492,2025-02-19,07:50,Clock In,No Exception
2492,2025-02-19,17:18,Clock Out,No Exception
2492,2025-02-20,09:34,Clock In,No Exception
2492,2025-02-20,18:53,Clock Out,No Exception
2492,2025-02-21,08:22,Clock In,No Exception
2492,2025-02-21,17:05,Clock Out,No Exception
2492,2025-02-24,09:01,Clock In,No Exception
2492,2025-02-24,18:16,Clock Out,No Exception
2492,2025-02-25,06:42,Clock In,No Exception
2492,2025-02-25,14:12,Clock Out,No Exception
2492,2025-02-26,08:53,Clock In,No Exception
2492,2025-02-26,18:10,Clock Out,No Exception
2492,2025-02-27,07:24,Clock In,No Exception
2492,2025-02-27,14:54,Clock Out,No Exception
2492,2025-02-28,07:05,Clock In,No Exception
2492,2025-02-28,15:06,Clock Out,No Exception
3750,2025-01-01,08:53,Clock In,No Exception
3750,2025-01-01,17:35,Clock Out,No Exception
3750,2025-01-02,09:44,Clock In,No Exception
3750,2025-01-02,18:04,Clock Out,No Exception
3750,2025-01-03,09:52,Clock In,No Exception
3750,2025-01-03,17:52,Clock Out,No Exception
3750,2025-01-06,07:08,Clock In,No Exception
3750,2025-01-06,14:38,Clock Out,No Exception
3750,2025-01-07,09:31,Clock In,No Exception
3750,2025-01-07,17:24,Clock Out,No Exception
3750,2025-01-08,09:26,Clock In,No Exception
3750,2025-01-08,17:32,Clock Out,No Exception
3750,2025-01-09,09:38,Clock In,No Exception
3750,2025-01-09,17:11,Clock Out,No Exception
3750,2025-01-10,07:21,Clock In,No Exception
3750,2025-01-10,17:18,Clock Out,No Exception
3750,2025-01-13,09:22,Clock In,No Exception
3750,2025-01-13,19:20,Clock Out,No Exception
3750,2025-01-14,09:27,Clock In,No Exception
3750,2025-01-14,19:12,Clock Out,No Exception
3750,2025-01-15,08:44,Clock In,No Exception
3750,2025-01-15,17:50,Clock Out,No Exception
3750,2025-01-16,08:58,Clock In,No Exception
3750,2025-01-16,18:11,Clock Out,No Exception
3750,2025-01-17,06:22,Clock In,No Exception
3750,2025-01-17,16:05,Clock Out,No Exception
3750,2025-01-20,08:59,Clock In,No Exception
3750,2025-01-20,18:13,Clock Out,No Exception
3750,2025-01-21,07:25,Clock In,No Exception
3750,2025-01-21,15:25,Clock Out,No Exception
3750,2025-01-22,09:38,Clock In,No Exception
3750,2025-01-22,19:03,Clock Out,No Exception
3750,2025-01-23,07:27,Clock In,No Exception
3750,2025-01-23,15:21,Clock Out,No Exception
3750,2025-01-24,06:52,Clock In,No Exception
3750,2025-01-24,15:41,Clock Out,No Exception
3750,2025-01-26,09:24,Clock In,No Exception
3750,2025-01-26,16:56,Clock Out,No Exception
3750,2025-01-27,09:02,Clock In,No Exception
3750,2025-01-27,18:18,Clock Out,No Exception
3750,2025-01-28,08:35,Clock In,No Exception
3750,2025-01-28,17:11,Clock Out,No Exception
3750,2025-01-29,06:06,Clock In,No Exception
3750,2025-01-29,15:03,Clock Out,No Exception
3750,2025-01-30,09:53,Clock In,No Exception
3750,2025-01-30,18:18,Clock Out,No Exception
3750,2025-01-31,09:31,Clock In,No Exception
3750,2025-01-31,19:09,Clock Out,No Exception
3750,2025-02-03,09:58,Clock In,No Exception
3750,2025-02-03,19:14,Clock Out,No Exception
3750,2025-02-04,09:27,Clock In,No Exception
3750,2025-02-04,17:56,Clock Out,No Exception
3750,2025-02-05,08:28,Clock In,No Exception
3750,2025-02-05,16:10,Clock Out,No Exception
3750,2025-02-06,07:33,Clock In,No Exception
3750,2025-02-06,16:57,Clock Out,No Exception
3750,2025-02-07,09:19,Clock In,No Exception
3750,2025-02-07,18:25,Clock Out,No Exception
3750,2025-02-10,07:59,Clock In,No Exception
3750,2025-02-10,17:31,Clock Out,No Exception
3750,2025-02-11,08:11,Clock In,No Exception
3750,2025-02-11,17:36,Clock Out,No Exception
3750,2025-02-12,08:26,Clock In,No Exception
3750,2025-02-12,16:32,Clock Out,No Exception
3750,2025-02-13,07:46,Clock In,No Exception
3750,2025-02-13,17:07,Clock Out,No Exception
3750,2025-02-14,09:17,Clock In,No Exception
3750,2025-02-14,18:10,Clock Out,No Exception
3750,2025-02-17,06:36,Clock In,No Exception
3750,2025-02-17,16:14,Clock Out,No Exception
3750,2025-02-18,08:48,Clock In,No Exception
3750,2025-02-18,17:27,Clock Out,No Exception
3750,2025-02-19,09:58,Clock In,No Exception
3750,2025-02-19,19:16,Clock Out,No Exception
3750,2025-02-20,06:39,Clock In,No Exception
3750,2025-02-20,15:01,Clock Out,No Exception
3750,2025-02-21,07:21,Clock In,No Exception
3750,2025-02-21,15:12,Clock Out,No Exception
3750,2025-02-22,09:18,Clock In,No Exception
3750,2025-02-22,17:31,Clock Out,No Exception
3750,2025-02-24,07:02,Clock In,No Exception
3750,2025-02-24,15:40,Clock Out,No Exception
3750,2025-02-25,08:42,Clock In,No Exception
3750,2025-02-25,18:20,Clock Out,No Exception
3750,2025-02-26,09:47,Clock In,No Exception
3750,2025-02-26,18:55,Clock Out,No Exception
3750,2025-02-27,08:56,Clock In,No Exception
3750,2025-02-27,17:36,Clock Out,No Exception
3750,2025-02-28,09:11,Clock In,No Exception
3750,2025-02-28,17:43,Clock Out,No Exception
3876,2025-01-01,09:41,Clock In,No Exception
3876,2025-01-01,18:19,Clock Out,No Exception
3876,2025-01-02,08:56,Clock In,No Exception
3876,2025-01-02,16:37,Clock Out,No Exception
3876,2025-01-03,07:46,Clock In,No Exception
3876,2025-01-03,15:51,Clock Out,No Exception
3876,2025-01-05,08:10,Clock In,No Exception
3876,2025-01-05,16:22,Clock Out,No Exception
3876,2025-01-06,07:40,Clock In,No Exception
3876,2025-01-06,17:04,Clock Out,No Exception
3876,2025-01-07,08:26,Clock In,No Exception
3876,2025-01-07,16:51,Clock Out,No Exception
3876,2025-01-08,07:22,Clock In,No Exception
3876,2025-01-08,17:09,Clock Out,No Exception
3876,2025-01-09,06:27,Clock In,No Exception
3876,2025-01-09,16:08,Clock Out,No Exception
3876,2025-01-10,09:15,Clock In,No Exception
3876,2025-01-10,17:03,Clock Out,No Exception
3876,2025-01-12,09:19,Clock In,No Exception
3876,2025-01-12,17:03,Clock Out,No Exception
3876,2025-01-13,08:40,Clock In,No Exception
3876,2025-01-13,17:51,Clock Out,No Exception
3876,2025-01-14,07:57,Clock In,No Exception
3876,2025-01-14,17:30,Clock Out,No Exception
3876,2025-01-15,09:26,Clock In,No Exception
3876,2025-01-15,19:25,Clock Out,No Exception
3876,2025-01-16,07:16,Clock In,No Exception
3876,2025-01-16,15:02,Clock Out,No Exception
3876,2025-01-17,09:19,Clock In,No Exception
3876,2025-01-17,16:51,Clock Out,No Exception
3876,2025-01-18,06:51,Clock In,No Exception
3876,2025-01-18,15:01,Clock Out,No Exception
3876,2025-01-20,07:12,Clock In,No Exception
3876,2025-01-20,16:40,Clock Out,No Exception
3876,2025-01-21,09:13,Clock In,No Exception
3876,2025-01-21,18:13,Clock Out,No Exception
3876,2025-01-22,08:55,Clock In,No Exception
3876,2025-01-22,16:48,Clock Out,No Exception
3876,2025-01-23,06:12,Clock In,No Exception
3876,2025-01-23,16:02,Clock Out,No Exception
3876,2025-01-24,07:04,Clock In,No Exception
3876,2025-01-24,16:16,Clock Out,No Exception
3876,2025-01-25,08:17,Clock In,No Exception
3876,2025-01-25,16:31,Clock Out,No Exception
3876,2025-01-27,06:18,Clock In,No Exception
3876,2025-01-27,14:23,Clock Out,No Exception
3876,2025-01-28,09:36,Clock In,No Exception
3876,2025-01-28,17:36,Clock Out,No Exception
3876,2025-01-29,09:57,Clock In,No Exception
3876,2025-01-29,18:16,Clock Out,No Exception
3876,2025-01-30,08:20,Clock In,No Exception
3876,2025-01-30,16:38,Clock Out,No Exception
3876,2025-01-31,09:01,Clock In,No Exception
3876,2025-01-31,17:20,Clock Out,No Exception
3876,2025-02-01,08:28,Clock In,No Exception
3876,2025-02-01,16:27,Clock Out,No Exception
3876,2025-02-02,06:16,Clock In,No Exception
3876,2025-02-02,14:33,Clock Out,No Exception
3876,2025-02-03,06:40,Clock In,No Exception
3876,2025-02-03,15:32,Clock Out,No Exception
3876,2025-02-04,08:24,Clock In,No Exception
3876,2025-02-04,15:57,Clock Out,No Exception
3876,2025-02-05,09:42,Clock In,No Exception
3876,2025-02-05,18:42,Clock Out,No Exception
3876,2025-02-06,08:15,Clock In,No Exception
3876,2025-02-06,15:56,Clock Out,No Exception
3876,2025-02-07,09:26,Clock In,No Exception
3876,2025-02-07,17:06,Clock Out,No Exception
3876,2025-02-08,06:15,Clock In,No Exception
3876,2025-02-08,15:56,Clock Out,No Exception
3876,2025-02-09,09:23,Clock In,No Exception
3876,2025-02-09,18:34,Clock Out,No Exception
3876,2025-02-10,09:25,Clock In,No Exception
3876,2025-02-10,18:17,Clock Out,No Exception
3876,2025-02-11,06:32,Clock In,No Exception
3876,2025-02-11,15:54,Clock Out,No Exception
3876,2025-02-12,06:32,Clock In,No Exception
3876,2025-02-12,15:55,Clock Out,No Exception
3876,2025-02-13,06:01,Clock In,No Exception
3876,2025-02-13,14:54,Clock Out,No Exception
3876,2025-02-14,06:01,Clock In,No Exception
3876,2025-02-14,13:55,Clock Out,No Exception
3876,2025-02-17,08:47,Clock In,No Exception
3876,2025-02-17,18:21,Clock Out,No Exception
3876,2025-02-18,06:44,Clock In,No Exception
3876,2025-02-18,15:00,Clock Out,No Exception
3876,2025-02-19,06:58,Clock In,No Exception
3876,2025-02-19,15:51,Clock Out,No Exception
3876,2025-02-20,08:59,Clock In,No Exception
3876,2025-02-20,18:53,Clock Out,No Exception
3876,2025-02-21,06:27,Clock In,No Exception
3876,2025-02-21,15:46,Clock Out,No Exception
3876,2025-02-23,08:46,Clock In,No Exception
3876,2025-02-23,17:36,Clock Out,No Exception
3876,2025-02-24,07:50,Clock In,No Exception
3876,2025-02-24,17:16,Clock Out,No Exception
3876,2025-02-25,07:16,Clock In,No Exception
3876,2025-02-25,16:57,Clock Out,No Exception
3876,2025-02-26,06:13,Clock In,No Exception
3876,2025-02-26,14:32,Clock Out,No Exception
3876,2025-02-27,09:39,Clock In,No Exception
3876,2025-02-27,17:23,Clock Out,No Exception
3876,2025-02-28,07:40,Clock In,No Exception
3876,2025-02-28,15:38,Clock Out,No Exception
2394,2025-01-01,06:34,Clock In,No Exception
2394,2025-01-01,14:59,Clock Out,No Exception
2394,2025-01-02,06:25,Clock In,No Exception
2394,2025-01-02,15:00,Clock Out,No Exception
2394,2025-01-03,08:09,Clock In,No Exception
2394,2025-01-03,16:21,Clock Out,No Exception
2394,2025-01-06,08:43,Clock In,No Exception
2394,2025-01-06,16:56,Clock Out,No Exception
2394,2025-01-07,09:26,Clock In,No Exception
2394,2025-01-07,18:28,Clock Out,No Exception
