EmpID,Work_Date,Clock_In,Clock_In_Exception,Clock_Out,Clock_Out_Exception,Clock_In_Datetime,Clock_Out_Datetime,Hours_Worked,Hours_Status,Payroll_Calculation_Status
1022,2025-01-27,08:59,No Exception,18:06,No Exception,2025-01-27 08:59:00,2025-01-27 18:06:00,9.12,Valid,Ready for Payroll Calculation
1022,2025-01-28,08:00,No Exception,17:39,No Exception,2025-01-28 08:00:00,2025-01-28 17:39:00,9.65,Valid,Ready for Payroll Calculation
1022,2025-01-29,09:03,No Exception,17:51,No Exception,2025-01-29 09:03:00,2025-01-29 17:51:00,8.8,Valid,Ready for Payroll Calculation
1022,2025-01-30,06:32,No Exception,16:15,No Exception,2025-01-30 06:32:00,2025-01-30 16:15:00,9.72,Valid,Ready for Payroll Calculation
1022,2025-01-31,08:29,No Exception,17:48,No Exception,2025-01-31 08:29:00,2025-01-31 17:48:00,9.32,Valid,Ready for Payroll Calculation
1022,2025-02-03,09:38,No Exception,18:36,No Exception,2025-02-03 09:38:00,2025-02-03 18:36:00,8.97,Valid,Ready for Payroll Calculation
1022,2025-02-04,07:53,No Exception,17:17,No Exception,2025-02-04 07:53:00,2025-02-04 17:17:00,9.4,Valid,Ready for Payroll Calculation
1022,2025-02-05,06:42,No Exception,16:36,No Exception,2025-02-05 06:42:00,2025-02-05 16:36:00,9.9,Valid,Ready for Payroll Calculation
1022,2025-02-06,08:45,No Exception,16:52,No Exception,2025-02-06 08:45:00,2025-02-06 16:52:00,8.12,Valid,Ready for Payroll Calculation
1022,2025-02-07,06:10,No Exception,14:35,No Exception,2025-02-07 06:10:00,2025-02-07 14:35:00,8.42,Valid,Ready for Payroll Calculation
1022,2025-02-10,07:50,No Exception,17:20,No Exception,2025-02-10 07:50:00,2025-02-10 17:20:00,9.5,Valid,Ready for Payroll Calculation
1022,2025-02-11,07:06,No Exception,16:08,No Exception,2025-02-11 07:06:00,2025-02-11 16:08:00,9.03,Valid,Ready for Payroll Calculation
1022,2025-02-12,07:33,No Exception,15:46,No Exception,2025-02-12 07:33:00,2025-02-12 15:46:00,8.22,Valid,Ready for Payroll Calculation
1022,2025-02-13,08:47,No Exception,16:31,No Exception,2025-02-13 08:47:00,2025-02-13 16:31:00,7.73,Valid,Ready for Payroll Calculation
1022,2025-02-14,06:59,No Exception,16:25,No Exception,2025-02-14 06:59:00,2025-02-14 16:25:00,9.43,Valid,Ready for Payroll Calculation
1022,2025-02-17,08:01,No Exception,16:29,No Exception,2025-02-17 08:01:00,2025-02-17 16:29:00,8.47,Valid,Ready for Payroll Calculation
1022,2025-02-18,08:25,No Exception,18:13,No Exception,2025-02-18 08:25:00,2025-02-18 18:13:00,9.8,Valid,Ready for Payroll Calculation
1022,2025-02-19,08:31,No Exception,17:55,No Exception,2025-02-19 08:31:00,2025-02-19 17:55:00,9.4,Valid,Ready for Payroll Calculation
1022,2025-02-20,07:48,No Exception,15:28,No Exception,2025-02-20 07:48:00,2025-02-20 15:28:00,7.67,Valid,Ready for Payroll Calculation
1022,2025-02-21,06:48,No Exception,15:59,No Exception,2025-02-21 06:48:00,2025-02-21 15:59:00,9.18,Valid,Ready for Payroll Calculation
1022,2025-02-24,06:28,No Exception,15:58,No Exception,2025-02-24 06:28:00,2025-02-24 15:58:00,9.5,Valid,Ready for Payroll Calculation
1022,2025-02-25,08:22,No Exception,17:33,No Exception,2025-02-25 08:22:00,2025-02-25 17:33:00,9.18,Valid,Ready for Payroll Calculation
1022,2025-02-26,08:51,No Exception,16:32,No Exception,2025-02-26 08:51:00,2025-02-26 16:32:00,7.68,Valid,Ready for Payroll Calculation
1022,2025-02-27,06:20,No Exception,15:51,No Exception,2025-02-27 06:20:00,2025-02-27 15:51:00,9.52,Valid,Ready for Payroll Calculation
1022,2025-02-28,06:44,No Exception,15:46,No Exception,2025-02-28 06:44:00,2025-02-28 15:46:00,9.03,Valid,Ready for Payroll Calculation
1038,2025-01-01,08:51,No Exception,17:26,No Exception,2025-01-01 08:51:00,2025-01-01 17:26:00,8.58,Valid,Ready for Payroll Calculation
1038,2025-01-02,06:07,No Exception,14:07,No Exception,2025-01-02 06:07:00,2025-01-02 14:07:00,8.0,Valid,Ready for Payroll Calculation
1038,2025-01-03,08:59,No Exception,16:49,No Exception,2025-01-03 08:59:00,2025-01-03 16:49:00,7.83,Valid,Ready for Payroll Calculation
1038,2025-01-05,08:20,No Exception,16:14,No Exception,2025-01-05 08:20:00,2025-01-05 16:14:00,7.9,Valid,Ready for Payroll Calculation
1038,2025-01-06,06:12,No Exception,15:08,No Exception,2025-01-06 06:12:00,2025-01-06 15:08:00,8.93,Valid,Ready for Payroll Calculation
1038,2025-01-07,08:08,No Exception,15:55,No Exception,2025-01-07 08:08:00,2025-01-07 15:55:00,7.78,Valid,Ready for Payroll Calculation
1038,2025-01-08,07:19,No Exception,16:21,No Exception,2025-01-08 07:19:00,2025-01-08 16:21:00,9.03,Valid,Ready for Payroll Calculation
1038,2025-01-09,06:30,No Exception,15:41,No Exception,2025-01-09 06:30:00,2025-01-09 15:41:00,9.18,Valid,Ready for Payroll Calculation
1038,2025-01-10,07:38,No Exception,17:36,No Exception,2025-01-10 07:38:00,2025-01-10 17:36:00,9.97,Valid,Ready for Payroll Calculation
1038,2025-01-13,07:18,No Exception,14:57,No Exception,2025-01-13 07:18:00,2025-01-13 14:57:00,7.65,Valid,Ready for Payroll Calculation
1038,2025-01-14,08:22,No Exception,17:49,No Exception,2025-01-14 08:22:00,2025-01-14 17:49:00,9.45,Valid,Ready for Payroll Calculation
1038,2025-01-15,07:18,No Exception,16:46,No Exception,2025-01-15 07:18:00,2025-01-15 16:46:00,9.47,Valid,Ready for Payroll Calculation
1038,2025-01-16,08:39,No Exception,16:21,No Exception,2025-01-16 08:39:00,2025-01-16 16:21:00,7.7,Valid,Ready for Payroll Calculation
1038,2025-01-17,09:34,No Exception,18:42,No Exception,2025-01-17 09:34:00,2025-01-17 18:42:00,9.13,Valid,Ready for Payroll Calculation
1038,2025-01-20,09:45,No Exception,19:13,No Exception,2025-01-20 09:45:00,2025-01-20 19:13:00,9.47,Valid,Ready for Payroll Calculation
1038,2025-01-21,08:06,No Exception,17:10,No Exception,2025-01-21 08:06:00,2025-01-21 17:10:00,9.07,Valid,Ready for Payroll Calculation
1038,2025-01-22,09:25,No Exception,18:23,No Exception,2025-01-22 09:25:00,2025-01-22 18:23:00,8.97,Valid,Ready for Payroll Calculation
1038,2025-01-23,09:37,No Exception,17:10,No Exception,2025-01-23 09:37:00,2025-01-23 17:10:00,7.55,Valid,Ready for Payroll Calculation
1038,2025-01-24,07:21,No Exception,14:54,No Exception,2025-01-24 07:21:00,2025-01-24 14:54:00,7.55,Valid,Ready for Payroll Calculation
1038,2025-01-27,07:34,No Exception,17:18,No Exception,2025-01-27 07:34:00,2025-01-27 17:18:00,9.73,Valid,Ready for Payroll Calculation
1038,2025-01-28,09:11,No Exception,19:10,No Exception,2025-01-28 09:11:00,2025-01-28 19:10:00,9.98,Valid,Ready for Payroll Calculation
1038,2025-01-29,09:23,No Exception,18:30,No Exception,2025-01-29 09:23:00,2025-01-29 18:30:00,9.12,Valid,Ready for Payroll Calculation
1038,2025-01-30,07:50,No Exception,16:04,No Exception,2025-01-30 07:50:00,2025-01-30 16:04:00,8.23,Valid,Ready for Payroll Calculation
1038,2025-01-31,08:57,No Exception,17:37,No Exception,2025-01-31 08:57:00,2025-01-31 17:37:00,8.67,Valid,Ready for Payroll Calculation
1038,2025-02-03,08:28,No Exception,18:20,No Exception,2025-02-03 08:28:00,2025-02-03 18:20:00,9.87,Valid,Ready for Payroll Calculation
1038,2025-02-04,07:11,No Exception,16:52,No Exception,2025-02-04 07:11:00,2025-02-04 16:52:00,9.68,Valid,Ready for Payroll Calculation
1038,2025-02-05,06:22,No Exception,15:31,No Exception,2025-02-05 06:22:00,2025-02-05 15:31:00,9.15,Valid,Ready for Payroll Calculation
1038,2025-02-06,08:35,No Exception,16:09,No Exception,2025-02-06 08:35:00,2025-02-06 16:09:00,7.57,Valid,Ready for Payroll Calculation
1038,2025-02-07,09:21,No Exception,17:17,No Exception,2025-02-07 09:21:00,2025-02-07 17:17:00,7.93,Valid,Ready for Payroll Calculation
1038,2025-02-09,09:11,No Exception,17:11,No Exception,2025-02-09 09:11:00,2025-02-09 17:11:00,8.0,Valid,Ready for Payroll Calculation
1038,2025-02-10,08:59,No Exception,18:14,No Exception,2025-02-10 08:59:00,2025-02-10 18:14:00,9.25,Valid,Ready for Payroll Calculation
1038,2025-02-11,07:13,No Exception,15:10,No Exception,2025-02-11 07:13:00,2025-02-11 15:10:00,7.95,Valid,Ready for Payroll Calculation
1038,2025-02-12,08:15,No Exception,16:02,No Exception,2025-02-12 08:15:00,2025-02-12 16:02:00,7.78,Valid,Ready for Payroll Calculation
1038,2025-02-13,08:25,No Exception,17:38,No Exception,2025-02-13 08:25:00,2025-02-13 17:38:00,9.22,Valid,Ready for Payroll Calculation
1038,2025-02-14,09:56,No Exception,18:44,No Exception,2025-02-14 09:56:00,2025-02-14 18:44:00,8.8,Valid,Ready for Payroll Calculation
1038,2025-02-17,06:48,No Exception,16:36,No Exception,2025-02-17 06:48:00,2025-02-17 16:36:00,9.8,Valid,Ready for Payroll Calculation
1038,2025-02-18,09:14,No Exception,17:05,No Exception,2025-02-18 09:14:00,2025-02-18 17:05:00,7.85,Valid,Ready for Payroll Calculation
1038,2025-02-19,07:59,No Exception,15:32,No Exception,2025-02-19 07:59:00,2025-02-19 15:32:00,7.55,Valid,Ready for Payroll Calculation
1038,2025-02-20,09:56,No Exception,19:18,No Exception,2025-02-20 09:56:00,2025-02-20 19:18:00,9.37,Valid,Ready for Payroll Calculation
1038,2025-02-21,09:21,No Exception,18:06,No Exception,2025-02-21 09:21:00,2025-02-21 18:06:00,8.75,Valid,Ready for Payroll Calculation
1038,2025-02-24,09:22,No Exception,18:35,No Exception,2025-02-24 09:22:00,2025-02-24 18:35:00,9.22,Valid,Ready for Payroll Calculation
1038,2025-02-25,07:06,No Exception,14:50,No Exception,2025-02-25 07:06:00,2025-02-25 14:50:00,7.73,Valid,Ready for Payroll Calculation
1038,2025-02-26,08:20,No Exception,17:37,No Exception,2025-02-26 08:20:00,2025-02-26 17:37:00,9.28,Valid,Ready for Payroll Calculation
1038,2025-02-27,07:33,No Exception,16:13,No Exception,2025-02-27 07:33:00,2025-02-27 16:13:00,8.67,Valid,Ready for Payroll Calculation
1038,2025-02-28,07:16,No Exception,16:02,No Exception,2025-02-28 07:16:00,2025-02-28 16:02:00,8.77,Valid,Ready for Payroll Calculation
1042,2025-01-01,08:36,No Exception,16:35,No Exception,2025-01-01 08:36:00,2025-01-01 16:35:00,7.98,Valid,Ready for Payroll Calculation
1042,2025-01-02,08:18,No Exception,18:17,No Exception,2025-01-02 08:18:00,2025-01-02 18:17:00,9.98,Valid,Ready for Payroll Calculation
1042,2025-01-03,06:31,No Exception,14:52,No Exception,2025-01-03 06:31:00,2025-01-03 14:52:00,8.35,Valid,Ready for Payroll Calculation
1042,2025-01-04,09:37,No Exception,18:19,No Exception,2025-01-04 09:37:00,2025-01-04 18:19:00,8.7,Valid,Ready for Payroll Calculation
1042,2025-01-05,06:35,No Exception,15:39,No Exception,2025-01-05 06:35:00,2025-01-05 15:39:00,9.07,Valid,Ready for Payroll Calculation
1042,2025-01-06,09:43,No Exception,17:46,No Exception,2025-01-06 09:43:00,2025-01-06 17:46:00,8.05,Valid,Ready for Payroll Calculation
1042,2025-01-07,06:29,No Exception,15:08,No Exception,2025-01-07 06:29:00,2025-01-07 15:08:00,8.65,Valid,Ready for Payroll Calculation
1042,2025-01-08,08:25,No Exception,17:35,No Exception,2025-01-08 08:25:00,2025-01-08 17:35:00,9.17,Valid,Ready for Payroll Calculation
1042,2025-01-09,07:11,No Exception,17:11,No Exception,2025-01-09 07:11:00,2025-01-09 17:11:00,10.0,Valid,Ready for Payroll Calculation
1042,2025-01-10,07:35,No Exception,15:55,No Exception,2025-01-10 07:35:00,2025-01-10 15:55:00,8.33,Valid,Ready for Payroll Calculation
1042,2025-01-13,06:13,No Exception,15:56,No Exception,2025-01-13 06:13:00,2025-01-13 15:56:00,9.72,Valid,Ready for Payroll Calculation
1042,2025-01-14,06:57,No Exception,16:35,No Exception,2025-01-14 06:57:00,2025-01-14 16:35:00,9.63,Valid,Ready for Payroll Calculation
1042,2025-01-15,06:27,No Exception,15:31,No Exception,2025-01-15 06:27:00,2025-01-15 15:31:00,9.07,Valid,Ready for Payroll Calculation
1042,2025-01-16,06:12,No Exception,14:38,No Exception,2025-01-16 06:12:00,2025-01-16 14:38:00,8.43,Valid,Ready for Payroll Calculation
1042,2025-01-17,07:37,No Exception,17:33,No Exception,2025-01-17 07:37:00,2025-01-17 17:33:00,9.93,Valid,Ready for Payroll Calculation
1042,2025-01-18,07:43,No Exception,17:09,No Exception,2025-01-18 07:43:00,2025-01-18 17:09:00,9.43,Valid,Ready for Payroll Calculation
1042,2025-01-20,07:55,No Exception,16:42,No Exception,2025-01-20 07:55:00,2025-01-20 16:42:00,8.78,Valid,Ready for Payroll Calculation
1042,2025-01-21,09:03,No Exception,17:49,Duplicate Punch,2025-01-21 09:03:00,2025-01-21 17:49:00,8.77,Valid,Review Required
1042,2025-01-22,09:03,No Exception,16:44,No Exception,2025-01-22 09:03:00,2025-01-22 16:44:00,7.68,Valid,Ready for Payroll Calculation
1042,2025-01-23,07:20,No Exception,16:12,No Exception,2025-01-23 07:20:00,2025-01-23 16:12:00,8.87,Valid,Ready for Payroll Calculation
1042,2025-01-24,09:12,No Exception,18:41,No Exception,2025-01-24 09:12:00,2025-01-24 18:41:00,9.48,Valid,Ready for Payroll Calculation
1042,2025-01-27,06:56,No Exception,14:57,No Exception,2025-01-27 06:56:00,2025-01-27 14:57:00,8.02,Valid,Ready for Payroll Calculation
1042,2025-01-28,06:50,No Exception,14:42,No Exception,2025-01-28 06:50:00,2025-01-28 14:42:00,7.87,Valid,Ready for Payroll Calculation
1042,2025-01-29,06:07,No Exception,13:44,No Exception,2025-01-29 06:07:00,2025-01-29 13:44:00,7.62,Valid,Ready for Payroll Calculation
1042,2025-01-30,07:14,No Exception,17:02,No Exception,2025-01-30 07:14:00,2025-01-30 17:02:00,9.8,Valid,Ready for Payroll Calculation
1042,2025-01-31,09:19,No Exception,17:25,No Exception,2025-01-31 09:19:00,2025-01-31 17:25:00,8.1,Valid,Ready for Payroll Calculation
1042,2025-02-02,09:26,No Exception,18:34,No Exception,2025-02-02 09:26:00,2025-02-02 18:34:00,9.13,Valid,Ready for Payroll Calculation
1042,2025-02-03,09:52,No Exception,19:45,No Exception,2025-02-03 09:52:00,2025-02-03 19:45:00,9.88,Valid,Ready for Payroll Calculation
1042,2025-02-04,08:44,No Exception,16:52,No Exception,2025-02-04 08:44:00,2025-02-04 16:52:00,8.13,Valid,Ready for Payroll Calculation
1042,2025-02-05,07:36,No Exception,16:57,No Exception,2025-02-05 07:36:00,2025-02-05 16:57:00,9.35,Valid,Ready for Payroll Calculation
1042,2025-02-06,06:13,No Exception,16:10,No Exception,2025-02-06 06:13:00,2025-02-06 16:10:00,9.95,Valid,Ready for Payroll Calculation
1042,2025-02-07,08:39,No Exception,17:54,No Exception,2025-02-07 08:39:00,2025-02-07 17:54:00,9.25,Valid,Ready for Payroll Calculation
1042,2025-02-10,06:21,No Exception,14:30,No Exception,2025-02-10 06:21:00,2025-02-10 14:30:00,8.15,Valid,Ready for Payroll Calculation
1042,2025-02-11,06:14,Missing Clock Out,14:41,No Exception,2025-02-11 06:14:00,2025-02-11 14:41:00,8.45,Valid,Review Required
1042,2025-02-12,06:06,No Exception,14:20,No Exception,2025-02-12 06:06:00,2025-02-12 14:20:00,8.23,Valid,Ready for Payroll Calculation
1042,2025-02-13,09:03,No Exception,17:45,No Exception,2025-02-13 09:03:00,2025-02-13 17:45:00,8.7,Valid,Ready for Payroll Calculation
1042,2025-02-14,07:06,No Exception,14:44,No Exception,2025-02-14 07:06:00,2025-02-14 14:44:00,7.63,Valid,Ready for Payroll Calculation
1042,2025-02-17,08:08,No Exception,16:56,No Exception,2025-02-17 08:08:00,2025-02-17 16:56:00,8.8,Valid,Ready for Payroll Calculation
1042,2025-02-18,07:44,No Exception,16:35,No Exception,2025-02-18 07:44:00,2025-02-18 16:35:00,8.85,Valid,Ready for Payroll Calculation
1042,2025-02-19,09:24,No Exception,18:57,No Exception,2025-02-19 09:24:00,2025-02-19 18:57:00,9.55,Valid,Ready for Payroll Calculation
1042,2025-02-20,09:15,No Exception,19:03,No Exception,2025-02-20 09:15:00,2025-02-20 19:03:00,9.8,Valid,Ready for Payroll Calculation
1042,2025-02-21,07:50,No Exception,15:33,No Exception,2025-02-21 07:50:00,2025-02-21 15:33:00,7.72,Valid,Ready for Payroll Calculation
1042,2025-02-24,06:17,No Exception,15:38,No Exception,2025-02-24 06:17:00,2025-02-24 15:38:00,9.35,Valid,Ready for Payroll Calculation
1042,2025-02-25,07:06,No Exception,16:05,No Exception,2025-02-25 07:06:00,2025-02-25 16:05:00,8.98,Valid,Ready for Payroll Calculation
1042,2025-02-26,09:19,No Exception,18:51,No Exception,2025-02-26 09:19:00,2025-02-26 18:51:00,9.53,Valid,Ready for Payroll Calculation
1042,2025-02-27,08:56,No Exception,17:36,No Exception,2025-02-27 08:56:00,2025-02-27 17:36:00,8.67,Valid,Ready for Payroll Calculation
1042,2025-02-28,09:26,No Exception,19:03,No Exception,2025-02-28 09:26:00,2025-02-28 19:03:00,9.62,Valid,Ready for Payroll Calculation
1050,2025-01-01,07:48,No Exception,16:47,No Exception,2025-01-01 07:48:00,2025-01-01 16:47:00,8.98,Valid,Ready for Payroll Calculation
